"wdpa_id","assessment_version_id","screenname","status","stage","name_en","values_","criterion","potential_threat","threat_category","threat_sub_category","assessment_cycle"
"26653","4302","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Unique and spectacular geomorphological features","7","Climate change","Climate Change and Severe Weather","Ocean acidification","2014"
"26653","4302","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Unique and spectacular geomorphological features","7","Climate change","Climate Change and Severe Weather","Temperature extremes","2014"
"26653","4302","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Unique and spectacular geomorphological features","7","Climate change","Climate Change and Severe Weather","Ocean acidification","2014"
"26653","4302","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Unique and spectacular geomorphological features","7","Climate change","Climate Change and Severe Weather","Temperature extremes","2014"
"26653","4302","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Unique and spectacular geomorphological features","7","Climate change","Climate Change and Severe Weather","Temperature extremes","2014"
"26653","4302","elena","Completed","Published","Tsingy de Bemaraha Strict Nature Reserve","Unique and spectacular geomorphological features","7","Climate change","Climate Change and Severe Weather","Ocean acidification","2014"
"902368","7626","elena","Completed","Assessment","St Kilda","Important seabird station","10","Overfishing out at sea and unsustainable fishing methods","Biological Resource Use","Fishing / Harvesting Aquatic Resources","2017"
"902368","7626","elena","Completed","Assessment","St Kilda","Important seabird station","10","Potential introduction of invasive species","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","2017"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Extraordinary soda lake ecosystem processes and trophic dynamics","9","Geothermal energy development","Energy Production and Mining","Renewable Energy","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Exceptionally diverse bird fauna, including rare and endangered species","10","Geothermal energy development","Energy Production and Mining","Renewable Energy","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","World’s largest congregations of lesser flamingoes","10","Geothermal energy development","Energy Production and Mining","Renewable Energy","2014"
"555542339","4209","elena","Completed","Published","Kenya Lake System in the Great Rift Valley","Crucial flyway for bird migration","10","Geothermal energy development","Energy Production and Mining","Renewable Energy","2014"
"145576","7391","elenaperez","Completed","Assessment","Heard and McDonald Islands","Outstanding examples of significant on-going geological processes occurring in an essentially undisturbed environment","8","Episodic eruptions of Big Ben (Heard Island)","Geological Events","Volcanoes","2017"
"145576","7391","elenaperez","Completed","Assessment","Heard and McDonald Islands","Outstanding examples of significant on-going geological processes occurring in an essentially undisturbed environment","8","Regional warming of air and sea surface temperatures, oceanic acidification","Climate Change and Severe Weather","Temperature extremes","2017"
"145576","7391","elenaperez","Completed","Assessment","Heard and McDonald Islands","Outstanding examples of significant on-going geological processes occurring in an essentially undisturbed environment","8","Regional warming of air and sea surface temperatures, oceanic acidification","Climate Change and Severe Weather","Ocean acidification","2017"
"145576","7391","elenaperez","Completed","Assessment","Heard and McDonald Islands","Outstanding examples of significant on-going geological processes occurring in an essentially undisturbed environment","8","Avalanches/landslides","Geological Events","Avalanches/ Landslides","2017"
"145576","7391","elenaperez","Completed","Assessment","Heard and McDonald Islands","Evolution and development of island ecosystems","9","Episodic eruptions","Geological Events","Volcanoes","2017"
"12207","7630","mizuki","Completed","Review","Giant's Causeway and Causeway Coast","Geological spectacle of exceptional natural beauty","7","Climate change impact on coastline","Climate Change and Severe Weather","Storms/Flooding","2017"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Outstanding diversity, density and endemism of flora","10","Residential and Commercial Development","Residential and Commercial Development","Housing/ Urban Areas","2014"
"902347","4415","elena","Completed","Published","Cape Floral Region Protected Areas","Ongoing ecological and biological processes associated with the evolution of the unique Fynbos biome","9","Residential and Commercial Development","Residential and Commercial Development","Housing/ Urban Areas","2014"
"10904","4431","elena","Completed","Published","Lake Malawi National Park","Outstanding natural beauty of lake in Rift Valley","7","Inappropriate tourism development","Residential and Commercial Development","Tourism/ Recreation Areas","2014"
"10904","4431","elena","Completed","Published","Lake Malawi National Park","Outstanding natural beauty of lake in Rift Valley","7","Oil and gas development","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"10904","4431","elena","Completed","Published","Lake Malawi National Park","Key example of evolutionary processes","9","Oil and gas development","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"10904","4431","elena","Completed","Published","Lake Malawi National Park","Extraordinary diversity of fish species","10","Oil and gas development","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"10904","4431","elena","Completed","Published","Lake Malawi National Park","Extremely high levels of species endemism","10","Oil and gas development","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Globally important undisturbed areas of Patagonian Forest with elements of Valdivian Temperate Forest","10","Habitat shifting","Climate Change and Severe Weather","Temperature extremes","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Globally important undisturbed areas of Patagonian Forest with elements of Valdivian Temperate Forest","10","Habitat shifting","Climate Change and Severe Weather","Habitat Shifting/ Alteration","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Globally important undisturbed areas of Patagonian Forest with elements of Valdivian Temperate Forest","10","Wildfires","Natural System Modifications","Fire/ Fire Suppression","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Globally important undisturbed areas of Patagonian Forest with elements of Valdivian Temperate Forest","10","Water Pollution","Pollution","Water Pollution","2017"
"903132","6974","mizuki","Completed","Assessment","Teide National Park","Exceptionally clear skies, the changing tonalities and shades","7","Increasing human population and night lighting","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"903132","6974","mizuki","Completed","Assessment","Teide National Park","Exceptionally clear skies, the changing tonalities and shades","7","Increasing temperatures","Climate Change and Severe Weather","Temperature extremes","2017"
"67726","7422","remco","Completed","Assessment","Ujung Kulon National Park","Stronghold for Javan Rhinoceros","10","Gold mining in the proximity of the park","Energy Production and Mining","Mining/ Quarrying","2017"
"2016","7106","elenaperez","Completed","Assessment","Plitvice Lakes National Park","Natural travertine dams and waterfalls","8","Climate change","Climate Change and Severe Weather","Temperature extremes","2017"
"2016","7106","elenaperez","Completed","Assessment","Plitvice Lakes National Park","Natural travertine dams and waterfalls","8","Motor traffic increase and potential threat of dangerous goods discharge from traffic on state roads","Pollution","Water Pollution","2017"
"10904","7603","mizuki","Completed","Review","Lake Malawi National Park","Extraordinary diversity of fish species","10","Spillages from oil exploration and extraction","Energy Production and Mining","Oil/ Gas exploration/development","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Majestic natural landscape","7","Habitat shifting","Climate Change and Severe Weather","Temperature extremes","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Majestic natural landscape","7","Habitat shifting","Climate Change and Severe Weather","Habitat Shifting/ Alteration","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Majestic natural landscape","7","Wildfires","Natural System Modifications","Fire/ Fire Suppression","2017"
"555624858","7632","elena","Completed","Assessment","Los Alerces National Park","Majestic natural landscape","7","Water Pollution","Pollution","Water Pollution","2017"
"903062","7633","mizuki","Completed","Review","Rainforests of the Atsinanana","Ongoing ecological processes necessary for the survival of Madagascar's unique biodiversity","9","Livelihood change","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","2017"
"903062","7633","mizuki","Completed","Review","Rainforests of the Atsinanana","Rare and threatened mammals","10","Livelihood change","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","2017"
"903062","7633","mizuki","Completed","Review","Rainforests of the Atsinanana","Diversity of habitats","10","Livelihood change","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","2017"
"903062","7633","mizuki","Completed","Review","Rainforests of the Atsinanana","Rich endemic flora","10","Livelihood change","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","2017"
"903062","7633","mizuki","Completed","Review","Rainforests of the Atsinanana","Rare and endemic birds","10","Livelihood change","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Habitat diversity","9","Tourism infrastructure","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Habitat diversity","9","Road construction","Transportation and Service Corridors","Roads/ Railroads","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Ongoing development of ecosystems","9","Road construction","Transportation and Service Corridors","Roads/ Railroads","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Ongoing development of ecosystems","9","Tourism infrastructure","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Floral diversity","10","Road construction","Transportation and Service Corridors","Roads/ Railroads","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Floral diversity","10","Tourism infrastructure","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Marine lakes and associated species","9","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Marine lakes and associated species","9","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"67732","7397","elenaperez","Completed","Assessment","Jiuzhaigou Valley Scenic and Historic Interest Area","Landscape of outstanding natural beauty","7","Climate change","Climate Change and Severe Weather","Habitat Shifting/ Alteration","2017"
"67732","7397","elenaperez","Completed","Assessment","Jiuzhaigou Valley Scenic and Historic Interest Area","Landscape of outstanding natural beauty","7","Earthquakes","Geological Events","Earthquakes/ Tsunamis","2017"
"555547988","7635","remco","Completed","Review","Sangha Trinational","Presence of emblematic and endangered mammal and plant species","10","Industrial mining","Energy Production and Mining","Mining/ Quarrying","2017"
"555547988","7635","remco","Completed","Review","Sangha Trinational","Extensive area of intact lowland tropical rainforest containing a wide range of habitat types and high biodiversity.","9","Industrial mining","Energy Production and Mining","Mining/ Quarrying","2017"
"2571","7359","naomi","Completed","Assessment","Great Barrier Reef","Outstanding on-going ecological and biological processes in the evolution and development of coastal and marine ecosystems and communities of plants and animals.","9","Increased impacts from climate change","Climate Change and Severe Weather","Ocean acidification","2017"
"2571","7359","naomi","Completed","Assessment","Great Barrier Reef","Outstanding on-going ecological and biological processes in the evolution and development of coastal and marine ecosystems and communities of plants and animals.","9","Increased impacts from climate change","Climate Change and Severe Weather","Temperature extremes","2017"
"2571","7359","naomi","Completed","Assessment","Great Barrier Reef","Outstanding on-going ecological and biological processes in the evolution and development of coastal and marine ecosystems and communities of plants and animals.","9","Increased impacts from climate change","Climate Change and Severe Weather","Storms/Flooding","2017"
"2017","7636","remco","Completed","Review","Virunga National Park","Presence of several endangered and emblematic mammal species","10","Oil exploration","Energy Production and Mining","Oil/ Gas exploration/development","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Significant species of fauna","10","Road construction","Transportation and Service Corridors","Roads/ Railroads","2017"
"900883","7172","remco","Completed","Assessment","Phong Nha-Ke Bang National Park","Significant species of fauna","10","Tourism infrastructure","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"2017","7636","remco","Completed","Review","Virunga National Park","Aesthetically spectacular afro-montane and alpine landscape of Rwenzori Mountains","7","Oil exploration","Energy Production and Mining","Oil/ Gas exploration/development","2017"
"2017","7636","remco","Completed","Review","Virunga National Park","Aesthetically spectacular concentrations of large mammal fauna in the savanna plains, particularly hippos.","7","Oil exploration","Energy Production and Mining","Oil/ Gas exploration/development","2017"
"2017","7636","remco","Completed","Review","Virunga National Park","Endemic species","10","Oil exploration","Energy Production and Mining","Oil/ Gas exploration/development","2017"
"2571","7359","naomi","Completed","Assessment","Great Barrier Reef","Outstanding diversity of invertebrate species, including hard and soft corals","10","Increased impacts from climate change","Climate Change and Severe Weather","Ocean acidification","2017"
"2571","7359","naomi","Completed","Assessment","Great Barrier Reef","Outstanding diversity of invertebrate species, including hard and soft corals","10","Increased impacts from climate change","Climate Change and Severe Weather","Temperature extremes","2017"
"2571","7359","naomi","Completed","Assessment","Great Barrier Reef","Outstanding diversity of invertebrate species, including hard and soft corals","10","Increased impacts from climate change","Climate Change and Severe Weather","Storms/Flooding","2017"
"555512005","7429","elena","Completed","Assessment","China Danxia","An exceptionally beautiful landscape","7","Geological and weather events","Geological Events","Avalanches/ Landslides","2017"
"17757","7154","elenaperez","Completed","Assessment","Wet Tropics of Queensland","Living examples of ancient and primitive rainforest species","8","Predicted longer, dryer dry seasons","Climate Change and Severe Weather","Droughts","2017"
"17757","7154","elenaperez","Completed","Assessment","Wet Tropics of Queensland","Living examples of ancient and primitive rainforest species","8","Continuing high levels of tourism","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"197","7324","tilman","Completed","Assessment","Tikal National Park","High diversity of partially endangered fauna and flora","10","Climate change","Climate Change and Severe Weather","Temperature extremes","2017"
"197","7324","tilman","Completed","Assessment","Tikal National Park","High diversity of partially endangered fauna and flora","10","Road construction","Transportation and Service Corridors","Roads/ Railroads","2017"
"2008","7481","elenaperez","Completed","Assessment","Bialowieza Forest","Diverse complex of forest ecosystems with extensive old-growth forests","9","Changes in temperature and precipitation","Climate Change and Severe Weather","Temperature extremes","2017"
"2008","7481","elenaperez","Completed","Assessment","Bialowieza Forest","Diverse complex of forest ecosystems with extensive old-growth forests","9","Forest fires","Natural System Modifications","Fire/ Fire Suppression","2017"
"555547987","7252","elenaperez","Completed","Assessment","Lakes of Ounianga","An exceptional example of permanent lakes in a desert setting","7","Potential development of intensive agriculture","Agriculture and Aquaculture","Crops","2017"
"555547987","7252","elenaperez","Completed","Assessment","Lakes of Ounianga","An exceptional example of permanent lakes in a desert setting","7","Increase in tourism","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","2017"
"902481","7272","elena","Completed","Assessment","Islands and Protected Areas of the Gulf of California","Diversity of terrestrial and marine life","10","Climate change","Climate Change and Severe Weather","Ocean acidification","2017"
"902481","7272","elena","Completed","Assessment","Islands and Protected Areas of the Gulf of California","Diversity of terrestrial and marine life","10","Climate change","Climate Change and Severe Weather","Temperature extremes","2017"
"555622046","7406","elena","In Progress","Assessment","Mistaken Point","An outstanding record of a critical milestone in the history of life on Earth “when life got big”","8","Erosion","Geological Events","Erosion and Siltation/ Deposition","2017"
"555622046","7406","elena","In Progress","Assessment","Mistaken Point","An outstanding record of a critical milestone in the history of life on Earth “when life got big”","8","Erosion","Geological Events","Avalanches/ Landslides","2017"
"555622046","7406","elena","In Progress","Assessment","Mistaken Point","An outstanding record of a critical milestone in the history of life on Earth “when life got big”","8","Residential areas and development","Residential and Commercial Development","Tourism/ Recreation Areas","2017"
"555622046","7406","elena","In Progress","Assessment","Mistaken Point","An outstanding record of a critical milestone in the history of life on Earth “when life got big”","8","Residential areas and development","Residential and Commercial Development","Housing/ Urban Areas","2017"
"220292","4838","elena","Completed","Published","Kinabalu Park","Threatened species and endemics","10","Episodic eruptions","Geological Events","Volcanoes","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","Threatened species and endemics","10","Episodic eruptions","Geological Events","Volcanoes","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Episodic eruptions","Geological Events","Volcanoes","2014"
"220292","4838","elena","Completed","Published","Kinabalu Park","An exceptional array of naturally functioning ecosystems","9","Episodic eruptions","Geological Events","Volcanoes","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Earthquakes","Geological Events","Earthquakes/ Tsunamis","2014"
"555556046","4845","elena","Completed","Published","El Pinacate and Gran Desierto de Altar Biosphere Reserve","Extraordinary landscape beauty","7","Earthquakes","Geological Events","Earthquakes/ Tsunamis","2014"
"555542338","7393","elena","In Progress","Assessment","Ningaloo Coast","High diversity of reptiles","10","Climate change","Climate Change and Severe Weather","Storms/Flooding","2017"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Exceptionally high biological and marine habitat diversity","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Exceptionally high biological and marine habitat diversity","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Prospection pétrolière","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La plus grande savane d’Afrique centrale","9","Prospection pétrolière","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Prospection pétrolière","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"16792","4909","elena","Completed","Published","Manovo-Gounda St Floris National Park","La faune très riche des savanes soudano-sahélienne et soudano-guinéenne","10","Prospection pétrolière","Energy Production and Mining","Oil/ Gas exploration/development","2014"
"12203","4918","elena","Completed","Published","Iguaçu National Park","Exceptional biodiversity","10","Pressure to re-open the “Estrada do Colono”","Transportation and Service Corridors","Roads/ Railroads","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Large undisturbed wilderness area","9","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Large undisturbed wilderness area","9","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Globally significant populations of large mammals","10","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Globally significant populations of large mammals","10","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Rare and endangered species","10","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Rare and endangered species","10","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Diversity of vegetation types","9","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Diversity of vegetation types","9","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Sand rivers and associated floodplains","9","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"5005","4933","elena","Completed","Published","Selous Game Reserve","Sand rivers and associated floodplains","9","Dam construction","Natural System Modifications","Dams/ Water Management or Use","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Exceptional beauty of Rock islands","7","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Exceptional beauty of Rock islands","7","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Exceptional area with high variety of habitats","7","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Exceptional area with high variety of habitats","7","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Corals","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Corals","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Fish","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Fish","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Terrestrial biodiversity","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Terrestrial biodiversity","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Sharks and turtles","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Sharks and turtles","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Mollusks","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"555547992","4999","elena","Completed","Published","Rock Islands Southern Lagoon","Mollusks","10","Typhoons","Geological Events","Earthquakes/ Tsunamis","2014"
"478641","5008","elena","Completed","Published","The Dolomites","Long history of geological studies","8","Climate change","Climate Change and Severe Weather","Storms/Flooding","2014"
"478641","5008","elena","Completed","Published","The Dolomites","Long history of geological studies","8","Climate change","Climate Change and Severe Weather","Temperature extremes","2014"
"478641","5008","elena","Completed","Published","The Dolomites","Long history of geological studies","8","Climate change","Climate Change and Severe Weather","Ocean acidification","2014"
"5004","7479","mizuki","Completed","Review","Aldabra Atoll","Marine invertebrates (other)","10","Ocean acidification","Climate Change and Severe Weather","Ocean acidification","2017"
